timestamp,x_cm,y_cm,rotation_deg
2025-07-13T18:03:04.943157,127.11,112.68,7.77
2025-07-13T18:03:05.087144,137.39,110.45,8.44
2025-07-13T18:03:05.222775,148.07,107.75,7.59
2025-07-13T18:03:05.357613,155.22,102.83,8.86
2025-07-13T18:03:05.495389,156.51,101.40,7.87
2025-07-13T18:03:05.626846,159.13,100.65,7.73
2025-07-13T18:03:05.758022,163.23,99.11,6.59
2025-07-13T18:03:05.891307,165.51,97.31,7.12
2025-07-13T18:03:06.028814,168.02,96.92,7.13
2025-07-13T18:03:06.163792,170.06,95.20,9.44
2025-07-13T18:03:06.297686,168.10,95.20,10.24
2025-07-13T18:03:06.430154,162.17,96.66,10.35
2025-07-13T18:03:06.565621,157.27,97.48,9.23
2025-07-13T18:03:06.699503,148.35,98.10,8.96
2025-07-13T18:03:06.828405,141.29,100.14,8.09
2025-07-13T18:03:06.959407,134.57,100.08,7.62
2025-07-13T18:03:07.086451,128.37,99.42,6.23
2025-07-13T18:03:07.217472,123.46,97.98,4.93
2025-07-13T18:03:07.345074,117.94,97.27,2.10
2025-07-13T18:03:07.472864,112.82,95.91,0.94
2025-07-13T18:03:07.606167,110.13,93.66,-1.94
2025-07-13T18:03:07.735589,110.53,92.89,-6.63
2025-07-13T18:03:07.868300,113.52,93.16,-13.40
2025-07-13T18:03:07.999847,115.13,92.86,-17.44
2025-07-13T18:03:08.132407,119.12,94.76,-26.69
2025-07-13T18:03:08.262087,123.89,95.06,-34.46
2025-07-13T18:03:08.392010,132.19,96.21,-45.42
2025-07-13T18:03:08.519687,140.86,94.86,-50.92
2025-07-13T18:03:08.649548,149.21,95.92,-61.48
2025-07-13T18:03:08.784109,155.23,97.39,-70.05
2025-07-13T18:03:08.916959,163.78,95.93,-83.29
2025-07-13T18:03:09.040995,167.76,93.61,-92.31
2025-07-13T18:03:09.181839,173.72,96.35,-105.80
2025-07-13T18:03:09.313717,171.52,104.22,-101.81
2025-07-13T18:03:09.482675,149.38,80.24,2.82
2025-07-13T18:03:09.638643,150.75,111.17,-57.85
2025-07-13T18:03:09.778611,159.92,85.32,160.20
2025-07-13T18:03:09.907178,145.01,95.61,-11.04
2025-07-13T18:03:10.052711,147.38,87.62,-1.16
2025-07-13T18:03:10.183791,146.62,81.32,6.12
2025-07-13T18:03:10.317235,144.45,75.74,14.06
2025-07-13T18:03:10.446347,141.89,69.28,23.54
2025-07-13T18:03:10.577484,140.36,67.77,25.76
2025-07-13T18:03:10.739915,142.34,63.82,29.83
2025-07-13T18:03:10.907421,149.42,54.27,41.15
2025-07-13T18:03:11.058537,154.99,47.33,48.88
2025-07-13T18:03:11.190488,157.87,43.07,54.89
2025-07-13T18:03:11.329508,186.57,63.16,-66.68
2025-07-13T18:03:11.461154,153.72,63.06,22.54
2025-07-13T18:03:11.606314,155.78,65.87,17.69
2025-07-13T18:03:11.738000,156.51,69.11,12.52
2025-07-13T18:03:11.875159,156.19,70.69,9.43
2025-07-13T18:03:12.004569,157.47,71.48,7.36
2025-07-13T18:03:12.134872,159.95,74.15,2.47
2025-07-13T18:03:12.274322,163.39,78.14,-3.70
2025-07-13T18:03:12.404959,167.05,82.14,-9.92
2025-07-13T18:03:12.536007,167.68,87.48,-16.23
2025-07-13T18:03:12.669612,160.41,89.40,-16.33
2025-07-13T18:03:12.800718,153.70,88.73,-15.67
2025-07-13T18:03:12.945536,146.26,91.47,-17.51
2025-07-13T18:03:13.075053,140.18,92.14,-17.74
2025-07-13T18:03:13.202270,132.96,93.21,-18.93
2025-07-13T18:03:13.341862,117.24,96.48,-25.49
2025-07-13T18:03:13.596946,122.40,51.50,-88.80
2025-07-13T18:03:13.742673,83.63,96.87,-22.08
2025-07-13T18:03:13.876678,67.49,69.46,-25.96
2025-07-13T18:03:14.009190,64.46,100.09,-25.25
2025-07-13T18:03:14.152726,62.36,100.59,-25.73
2025-07-13T18:03:14.286213,61.17,101.07,-25.66
2025-07-13T18:03:14.415736,60.72,100.89,-26.22
2025-07-13T18:03:14.554979,62.08,100.19,-26.02
2025-07-13T18:03:14.690895,62.37,100.78,-26.84
2025-07-13T18:03:14.942669,69.41,101.65,-25.70
2025-07-13T18:03:15.083314,75.44,103.16,-23.91
2025-07-13T18:03:15.219278,78.25,102.98,-23.15
2025-07-13T18:03:15.365258,80.30,101.81,-22.06
2025-07-13T18:03:15.498877,82.23,101.65,-22.12
2025-07-13T18:03:15.627965,83.48,101.51,-21.62
2025-07-13T18:03:15.760592,83.62,101.86,-21.30
2025-07-13T18:03:15.891825,84.42,101.67,-20.90
2025-07-13T18:03:16.031444,85.96,101.85,-20.28
2025-07-13T18:03:16.156809,88.19,101.95,-19.95
2025-07-13T18:03:16.283773,91.67,103.64,-19.55
2025-07-13T18:03:16.432978,96.76,106.03,-17.80
2025-07-13T18:03:16.694545,104.67,104.92,-17.24
2025-07-13T18:03:16.826102,112.06,104.24,-15.14
2025-07-13T18:03:16.955820,117.52,104.70,-14.77
2025-07-13T18:03:17.106073,121.94,103.98,-14.82
2025-07-13T18:03:17.232615,125.16,102.25,-13.95
2025-07-13T18:03:17.364429,127.32,101.50,-14.34
2025-07-13T18:03:17.504074,130.48,99.55,-13.62
2025-07-13T18:03:17.632417,134.56,98.85,-13.30
2025-07-13T18:03:17.781789,137.48,99.14,-12.83
2025-07-13T18:03:17.916891,138.94,98.06,-12.87
2025-07-13T18:03:18.051264,136.13,97.81,-12.54
2025-07-13T18:03:18.179163,128.02,96.27,-10.56
2025-07-13T18:03:18.320043,115.23,65.39,160.83
2025-07-13T18:03:18.445186,104.83,95.64,-14.23
2025-07-13T18:03:18.576306,96.67,94.84,-14.06
2025-07-13T18:03:18.709586,95.94,94.86,-16.78
2025-07-13T18:03:18.849006,98.41,94.84,-16.37
2025-07-13T18:03:18.974364,101.03,96.53,-16.57
2025-07-13T18:03:19.134882,31.81,94.21,-10.90
2025-07-13T18:03:19.261926,122.75,106.20,-8.70
2025-07-13T18:03:19.519537,148.46,100.92,-1.06
2025-07-13T18:03:19.651298,153.36,102.36,4.45
2025-07-13T18:03:19.786324,156.90,104.96,6.50
2025-07-13T18:03:19.916854,159.12,106.04,8.42
2025-07-13T18:03:20.046656,159.69,109.19,5.42
2025-07-13T18:03:20.187960,161.79,106.89,8.03
2025-07-13T18:03:20.317267,162.84,107.05,7.59
2025-07-13T18:03:20.452701,162.38,107.30,7.27
2025-07-13T18:03:20.639956,162.05,107.12,7.45
2025-07-13T18:03:20.786052,162.15,106.79,7.30
2025-07-13T18:03:20.928263,162.23,106.86,7.71
2025-07-13T18:03:21.064042,162.49,106.72,8.10
2025-07-13T18:03:21.202637,161.72,107.38,7.60
2025-07-13T18:03:21.341665,161.93,107.47,7.72
2025-07-13T18:03:21.484944,162.25,107.37,7.53
2025-07-13T18:03:21.623400,161.62,107.41,7.71
2025-07-13T18:03:21.754457,161.46,108.06,7.37
2025-07-13T18:03:21.887435,162.21,107.39,8.08
2025-07-13T18:03:22.017913,161.50,107.97,7.45
2025-07-13T18:03:22.157123,161.36,108.57,6.85
2025-07-13T18:03:22.284908,161.88,108.36,7.33
