timestamp,x_cm,y_cm,rotation_deg
2025-07-13T12:23:14.891688,200.95,52.19,122.68
2025-07-13T12:23:15.302384,173.28,34.22,-0.72
2025-07-13T12:23:15.709426,194.24,52.61,113.68
2025-07-13T12:23:15.848795,219.64,53.15,-41.38
2025-07-13T12:23:16.773392,160.81,54.12,-23.35
2025-07-13T12:23:17.047451,185.02,60.24,41.35
2025-07-13T12:23:18.532291,179.64,47.58,1.33
2025-07-13T12:23:18.670583,166.08,85.46,-48.27
2025-07-13T12:23:18.930676,186.53,73.80,91.86
2025-07-13T12:23:19.064479,194.73,54.32,-98.63
2025-07-13T12:23:19.203258,151.18,86.54,-8.66
2025-07-13T12:23:19.344023,163.07,70.48,85.96
2025-07-13T12:23:19.612967,199.28,60.15,18.05
2025-07-13T12:23:19.751891,186.58,76.61,-37.03
2025-07-13T12:23:19.883517,75.34,27.54,30.32
2025-07-13T12:23:20.282181,214.32,67.34,8.58
2025-07-13T12:23:21.606283,199.22,68.76,35.97
