timestamp,x_cm,y_cm,rotation_deg
2025-07-13T11:20:39.732017,18.09,91.82,-140.74
2025-07-13T11:20:44.529751,152.15,19.81,-166.12
2025-07-13T11:20:45.329500,45.44,77.32,-170.51
2025-07-13T11:20:47.070556,147.63,111.08,-62.68
2025-07-13T11:20:47.491306,17.40,90.91,12.34
2025-07-13T11:20:47.884155,170.53,38.75,-141.95
2025-07-13T11:20:48.407443,31.08,169.06,-7.13
2025-07-13T11:20:48.558629,29.39,167.04,-4.58
2025-07-13T11:20:48.688685,26.41,168.86,-4.72
2025-07-13T11:20:48.828437,26.40,167.92,-5.40
2025-07-13T11:20:48.957124,26.03,169.38,-5.79
2025-07-13T11:20:49.092153,33.51,158.54,-5.20
2025-07-13T11:20:49.356902,45.80,146.36,-7.59
2025-07-13T11:20:49.497305,46.29,145.90,-4.10
2025-07-13T11:20:49.632821,86.09,65.93,-21.04
2025-07-13T11:20:49.770646,56.63,141.50,-1.45
2025-07-13T11:20:49.904551,58.79,137.68,-1.33
2025-07-13T11:20:50.033140,62.72,132.43,-0.82
2025-07-13T11:20:50.172357,66.17,129.35,2.15
2025-07-13T11:20:50.303614,70.09,126.57,0.89
2025-07-13T11:20:50.430290,72.43,123.54,3.94
2025-07-13T11:20:50.574769,74.41,122.85,1.80
2025-07-13T11:20:50.701786,77.82,122.99,-0.56
2025-07-13T11:20:50.830041,81.05,124.20,1.02
2025-07-13T11:20:50.972756,168.19,27.47,162.46
2025-07-13T11:20:51.371519,87.86,120.80,-2.67
2025-07-13T11:20:51.499417,89.80,118.98,-2.28
2025-07-13T11:20:51.648063,89.67,116.44,-5.25
2025-07-13T11:20:51.773405,91.17,112.53,-3.69
2025-07-13T11:20:51.920602,92.57,108.15,0.47
2025-07-13T11:20:52.046540,92.43,105.33,2.18
2025-07-13T11:20:52.172196,90.08,101.31,6.22
2025-07-13T11:20:52.312973,88.16,100.16,1.08
2025-07-13T11:20:52.444147,87.68,99.87,-2.20
2025-07-13T11:20:52.586598,87.44,101.24,-4.50
2025-07-13T11:20:52.715286,86.77,103.01,-8.42
2025-07-13T11:20:52.843009,84.52,101.79,-6.37
2025-07-13T11:20:52.983536,81.84,100.62,-6.48
2025-07-13T11:20:53.258910,74.70,99.06,0.43
2025-07-13T11:20:53.662229,61.63,108.28,1.94
2025-07-13T11:20:53.932072,55.05,112.82,2.86
2025-07-13T11:20:54.186303,-193.36,-63.68,35.46
2025-07-13T11:20:54.459168,12.84,85.17,26.13
2025-07-13T11:20:54.729597,9.06,130.68,9.85
2025-07-13T11:20:54.875040,-3.64,220.03,-83.82
2025-07-13T11:20:54.995736,-304.10,289.75,-36.96
2025-07-13T11:20:55.409676,236.31,93.60,-178.24
2025-07-13T11:20:55.589602,47.04,27.28,21.46
