timestamp,x_cm,y_cm,rotation_deg
2025-07-13T11:55:27.456603,98.26,43.47,12.87
2025-07-13T11:55:28.378910,100.08,96.62,174.00
2025-07-13T11:55:33.362121,46.38,54.43,12.67
2025-07-13T11:55:34.974251,188.39,58.40,-168.86
2025-07-13T11:55:35.100638,165.18,86.04,-14.18
2025-07-13T11:55:35.228160,168.95,86.57,-11.57
2025-07-13T11:55:35.371655,170.27,85.06,-6.80
2025-07-13T11:55:35.501185,170.22,83.77,-4.34
2025-07-13T11:55:35.645175,170.22,82.10,-1.76
2025-07-13T11:55:35.769479,169.72,80.57,-0.95
2025-07-13T11:55:35.898686,170.04,79.96,-2.74
2025-07-13T11:55:36.048772,170.31,80.51,-6.28
2025-07-13T11:55:36.177202,171.08,80.75,-6.93
2025-07-13T11:55:36.306535,171.87,80.72,-7.38
2025-07-13T11:55:36.449233,172.18,80.86,-5.83
2025-07-13T11:55:36.577376,172.34,81.19,-6.44
2025-07-13T11:55:36.720023,172.90,81.04,-5.22
2025-07-13T11:55:36.976875,174.09,81.09,-6.14
2025-07-13T11:55:37.117991,175.33,79.93,-4.91
2025-07-13T11:55:37.248007,176.13,79.40,-5.36
2025-07-13T11:55:37.386040,176.68,78.94,-7.07
2025-07-13T11:55:37.516668,176.81,78.29,-6.93
2025-07-13T11:55:37.646415,177.98,78.29,-7.16
2025-07-13T11:55:37.789723,180.06,78.66,-6.60
2025-07-13T11:55:37.918887,184.89,80.34,-4.79
2025-07-13T11:55:38.060050,188.04,81.81,-7.53
2025-07-13T11:55:38.190249,190.27,82.62,-8.08
2025-07-13T11:55:38.318089,188.11,82.90,-7.66
2025-07-13T11:55:38.459399,183.60,84.79,-14.12
2025-07-13T11:55:39.665944,122.56,100.11,-6.29
2025-07-13T11:55:39.808390,120.72,100.37,-6.31
2025-07-13T11:55:39.936143,119.80,100.57,-6.59
2025-07-13T11:55:40.067242,118.37,100.72,-6.47
2025-07-13T11:55:40.204657,116.22,101.25,-5.87
2025-07-13T11:55:40.339431,118.00,65.01,175.91
