timestamp,x_cm,y_cm,rotation_deg
2025-07-12T17:28:52.274771,124.46,88.89,4.15
2025-07-12T17:28:53.370954,173.86,64.51,43.60
2025-07-12T17:28:53.505483,151.72,95.87,-179.66
2025-07-12T17:29:00.211456,202.53,21.19,-83.18
2025-07-12T17:29:01.138019,201.81,103.33,-100.59
2025-07-12T17:29:02.292125,57.22,33.43,97.09
2025-07-12T17:29:03.916489,2.52,95.95,-45.14
2025-07-12T17:29:05.457867,136.48,73.00,174.51
2025-07-12T17:29:06.530072,67.98,40.57,179.40
2025-07-12T17:29:06.808782,180.53,89.46,25.29
2025-07-12T17:29:06.937529,67.75,40.54,-13.73
2025-07-12T17:29:07.070370,96.20,-6.91,126.33
2025-07-12T17:29:07.202081,-11.99,108.12,-48.41
2025-07-12T17:29:07.337828,138.90,9.54,61.16
2025-07-12T17:29:07.466898,112.57,14.73,8.79
2025-07-12T17:29:07.600464,101.01,16.07,-16.19
2025-07-12T17:29:07.730376,67.92,40.30,-5.73
2025-07-12T17:29:07.857515,286.76,-186.62,130.48
2025-07-12T17:29:08.617855,67.86,40.33,136.33
2025-07-12T17:29:08.763008,96.98,16.03,-42.91
2025-07-12T17:29:09.027930,149.49,-2.34,-179.18
2025-07-12T17:29:09.156729,113.21,15.68,-94.82
2025-07-12T17:29:09.572970,-158.30,464.39,-54.27
2025-07-12T17:29:09.971982,46.35,25.24,123.13
2025-07-12T17:29:10.115301,-9.93,94.14,-8.63
2025-07-12T17:29:10.240394,123.28,72.80,13.69
2025-07-12T17:29:10.645847,30.19,125.72,-102.83
2025-07-12T17:29:11.850659,181.16,-81.29,131.50
2025-07-12T17:29:11.983260,43.54,55.65,125.13
2025-07-12T17:29:12.785573,59.17,39.47,-38.42
2025-07-12T17:29:13.325071,-139.34,196.80,-40.24
2025-07-12T17:29:14.132004,130.05,84.27,-179.01
2025-07-12T17:29:14.409139,27.02,87.71,30.48
2025-07-12T17:29:14.928236,200.09,51.86,65.62
2025-07-12T17:29:15.475628,24.13,93.93,-103.97
2025-07-12T17:29:15.614125,122.63,-16.20,137.35
2025-07-12T17:29:15.743645,26.84,87.81,44.26
2025-07-12T17:29:15.875453,66.49,61.23,151.66
2025-07-12T17:29:16.013699,204.51,51.10,-161.26
2025-07-12T17:29:16.429828,115.02,30.82,67.55
2025-07-12T17:29:16.560143,141.10,82.60,153.48
2025-07-12T17:29:16.691231,112.91,23.34,71.23
2025-07-12T17:29:16.836953,140.57,84.28,145.46
2025-07-12T17:29:16.967341,170.27,5.09,109.98
2025-07-12T17:29:18.156172,139.06,84.83,0.79
2025-07-12T17:29:18.288135,112.64,55.11,-33.69
2025-07-12T17:29:18.435998,147.72,82.97,168.98
2025-07-12T17:29:18.857227,117.56,73.67,-97.86
2025-07-12T17:29:19.369156,955.98,-160.88,163.20
2025-07-12T17:29:19.633159,167.82,94.81,-175.05
2025-07-12T17:29:19.775247,138.91,21.56,159.52
2025-07-12T17:29:20.030820,142.12,97.39,-3.44
2025-07-12T17:29:20.173591,100.02,57.67,162.66
2025-07-12T17:29:20.303587,194.68,52.02,166.80
2025-07-12T17:29:20.987258,-1.95,-8.67,97.32
2025-07-12T17:29:21.519885,206.94,99.20,179.93
2025-07-12T17:29:22.317474,213.11,104.13,-64.60
2025-07-12T17:29:22.715573,211.25,114.73,-156.89
2025-07-12T17:29:22.858083,218.61,129.65,144.89
2025-07-12T17:29:22.992665,211.70,95.10,173.72
2025-07-12T17:29:23.128752,210.65,104.78,-62.11
2025-07-12T17:29:23.272265,266.46,120.07,3.97
2025-07-12T17:29:23.588896,223.56,107.80,-132.99
2025-07-12T17:29:23.722024,307.49,63.78,172.46
2025-07-12T17:29:23.874544,257.09,50.10,-32.63
2025-07-12T17:29:24.148150,112.74,-577.79,81.81
2025-07-12T17:29:24.549360,217.35,114.82,108.65
2025-07-12T17:29:24.687953,250.87,47.39,-42.30
2025-07-12T17:29:24.831994,184.25,9.99,-9.13
2025-07-12T17:29:25.106844,67.84,40.40,134.72
2025-07-12T17:29:25.270362,25.26,42.53,104.50
2025-07-12T17:29:25.414055,196.25,83.14,28.52
2025-07-12T17:29:25.550878,188.81,42.81,166.24
2025-07-12T17:29:25.836426,23.18,7.09,-63.28
2025-07-12T17:29:26.577275,123.72,8.62,66.98
2025-07-12T17:29:26.884151,49.25,50.10,135.58
2025-07-12T17:29:27.051242,157.06,58.22,-124.48
2025-07-12T17:29:27.202975,-2.19,75.91,-143.46
2025-07-12T17:29:27.371143,62.60,38.23,138.30
2025-07-12T17:29:27.527300,12.53,85.06,-79.05
2025-07-12T17:29:27.974400,62.38,40.20,-0.29
2025-07-12T17:29:28.120498,18.12,81.89,41.68
2025-07-12T17:29:28.293023,1.18,123.08,-66.99
2025-07-12T17:29:28.455055,105.76,16.76,-32.89
2025-07-12T17:29:28.611143,-3.88,123.72,-63.55
2025-07-12T17:29:29.332235,19.84,84.76,-53.71
2025-07-12T17:29:29.605528,67.47,40.64,-46.15
2025-07-12T17:29:30.175747,68.06,40.24,-8.29
2025-07-12T17:29:30.474895,154.22,4.53,156.19
2025-07-12T17:29:31.087284,29.76,100.37,-168.23
2025-07-12T17:29:32.135441,-3.43,107.85,-50.74
2025-07-12T17:29:32.538744,-1.51,134.95,-92.13
